-1.7731202	-2.2527704	0.19681177	-1.7515252	2.0294693	1.8030424	-0.54256845
-2.3045106	-0.12845753	-0.9073449	-0.008870006	0.7499209	0.76383245	0.9083769
1.0249932	0.1812895	-1.1442724	-1.766613	0.59586024	0.63270855	0.44871908
-1.6206219	0.29651743	1.7059894	0.88125074	-0.84692353	-0.5700708	0.0370232
1.494025	1.2624108	1.1247469	-0.8703906	-0.44677162	0.3435792	-0.23591498
0.23891944	0.9644736	-0.15725279	0.60484415	0.24893874	-0.46937695	0.80007637
-0.4167825	-0.14288914	0.90816313	2.0198045	-1.197817	-1.0712932	-0.5763316
1.2619882	1.3916266	-0.15745148	0.13871063	-0.956033	-0.0021423544	0.1321796
-0.44621718	0.7440207	1.5209795	3.4105027	-1.5311843	-1.234135	1.8197253
-0.52907634	-0.630366	1.132225	1.0501536	1.4471419	-1.5970167	2.432956
-0.4038415	0.27711454	-1.6899611	-0.39412487	-0.5993456	0.27673486	2.3291483
0.66500014	-0.36353338	-0.5355361	1.5061958	-1.3837183	0.64860624	1.9013472
0.11580464	-1.1442863	-0.7445519	0.97263646	-0.54912263	-0.23935355	1.453439
